text,sentiment,stress_level
I feel low and distracted unable to focus on studies,negative,high
I am exhausted from staying up late to finish assignments,negative,high
I feel nervous that I will not be able to clear my exams,negative,medium
I am struggling to manage time between studies and rest,negative,medium
I feel anxious every time the professor announces a test,negative,medium
I am worried about what will happen if I fail this subject,negative,high
I feel drained and stressed from college life recently,negative,medium
I am frustrated that despite studying I keep forgetting things,negative,medium
I feel hopeless about improving my grades this semester,negative,medium
I am worried about my backlog subjects piling up,negative,high
I feel sad and disconnected from my college friends,negative,medium
I am stressed about the final project presentation,negative,high
I feel anxious thinking about all the pending work,negative,medium
I am nervous and unsure about my career path ahead,negative,medium
I feel low energy and cannot find motivation to study,negative,high
I am overwhelmed by all the expectations placed on me,negative,high
I feel sad when I compare myself to better performing peers,negative,high
I am struggling with concentration and keep losing focus,negative,medium
I feel stressed and I cannot seem to relax at all,negative,medium
I am worried I will not finish the syllabus before exams,negative,medium
I feel anxious about my poor performance in internal exams,negative,medium
I am tired of feeling behind in every subject,negative,medium
I feel low and my confidence has taken a big hit lately,negative,medium
I am stressed but I know I need to keep going,negative,high
I feel overwhelmed but I am trying to take one step at a time,negative,medium
I am worried about failing but I am not ready to give up,negative,medium
I feel nervous but I am doing my best to manage,negative,medium
I am stressed about exams but I am preparing as hard as I can,negative,medium
I feel amazing today everything is working out perfectly for me,positive,low
I am so happy I cleared all my pending assignments,positive,low
Today I feel full of energy and ready to conquer my goals,positive,low
I am excited about the college tech fest coming up this week,positive,low
I feel wonderful after getting great feedback from my mentor,positive,low
I am grateful for all the support from my friends and family,positive,low
I feel motivated and focused to study hard for my finals,positive,low
I am thrilled to have been selected for the college sports team,positive,low
I feel happy and content with my progress this semester,positive,low
I am proud that I managed to balance studies and activities,positive,low
I feel joyful after connecting with old school friends today,positive,low
I am optimistic that my hardwork will pay off this semester,positive,low
I feel excited about the internship opportunity I just received,positive,low
I am happy that my professor recognized my consistent effort,positive,low
I feel positive and energetic about the future ahead,positive,low
I am grateful to be studying a subject I am passionate about,positive,low
I feel confident after practising for my upcoming presentation,positive,low
I am happy that I finally understood the difficult topic today,positive,low
I feel great after finishing the entire chapter ahead of schedule,positive,low
I am excited and happy to have made a new good friend today,positive,low
I feel wonderful I completed my semester project successfully,positive,low
I am really happy my family came to visit me at college,positive,low
I feel confident and prepared for the upcoming examination,positive,low
I am thrilled that my code finally worked after hours of debugging,positive,low
I feel happy and energised after a great workout this morning,positive,low
I am grateful for how much I have grown this semester,positive,low
I feel wonderful today everything around me seems positive,positive,low
I am excited about the career opportunities opening up for me,positive,low
I feel great after a productive study session with my group,positive,low
I am happy to see my hard work reflected in my marks,positive,low
I feel amazing knowing I am on the right track in life,positive,low
I am so happy my project received appreciation from the committee,positive,low
I feel motivated knowing that my goals are within reach,positive,low
I am grateful for the wonderful college experience I am having,positive,low
I feel positive and charged up for the rest of the semester,positive,low
I am happy to have supportive professors who believe in me,positive,low
I feel great knowing I completed all my tasks for the week,positive,low
I am excited to learn new things every day in college,positive,low
I feel confident and positive about my upcoming viva exam,positive,low
I am thankful for all the opportunities college has given me,positive,low
I feel happy and grateful,positive,low
I have been feeling happy and grateful,positive,low
I keep feeling happy and grateful,positive,low
I have been feeling excited and motivated,positive,low
I feel excited and motivated,positive,low
I keep feeling excited and motivated,positive,low
I find myself feeling confident and energized,positive,low
I have been feeling confident and energized,positive,low
I feel proud of my achievements,positive,low
I am feeling proud of my achievements,positive,low
I have been feeling proud of my achievements,positive,low
I find myself feeling thankful for this opportunity,positive,low
I have been feeling thankful for this opportunity,positive,low
I am feeling thankful for this opportunity,positive,low
I feel wonderful today,positive,low
I keep feeling wonderful today,positive,low
I find myself feeling wonderful today,positive,low
I keep feeling amazing after finishing my work,positive,low
I feel amazing after finishing my work,positive,low
I have been feeling amazing after finishing my work,positive,low
I keep feeling great knowing I am on track,positive,low
I feel great knowing I am on track,positive,low
I am feeling positive about my future,positive,low
I feel positive about my future,positive,low
I have been feeling positive about my future,positive,low
I keep feeling blessed to have good friends,positive,low
I find myself feeling blessed to have good friends,positive,low
I have been feeling blessed to have good friends,positive,low
I keep feeling okay today,neutral,low
I feel okay today,neutral,low
I have been feeling okay today,neutral,low
I find myself feeling okay today,neutral,low
I am feeling okay today,neutral,low
I find myself feeling fine nothing special,neutral,low
I have been feeling fine nothing special,neutral,low
I feel fine nothing special,neutral,low
I keep feeling fine nothing special,neutral,low
I find myself feeling alright just going through the day,neutral,low
I keep feeling alright just going through the day,neutral,low
I have been feeling alright just going through the day,neutral,low
I feel alright just going through the day,neutral,low
I am feeling alright just going through the day,neutral,low
I feel neutral and calm,neutral,low
I keep feeling neutral and calm,neutral,low
I have been feeling neutral and calm,neutral,low
I am feeling neutral and calm,neutral,low
I find myself feeling neutral and calm,neutral,low
I feel ordinary today,neutral,low
I keep feeling ordinary today,neutral,low
I find myself feeling ordinary today,neutral,low
I have been feeling ordinary today,neutral,low
I am feeling ordinary today,neutral,low
I feel balanced and undisturbed,neutral,low
I have been feeling balanced and undisturbed,neutral,low
I am feeling balanced and undisturbed,neutral,low
I keep feeling balanced and undisturbed,neutral,low
I find myself feeling balanced and undisturbed,neutral,low
I feel fine just a regular college day,neutral,low
I have been feeling fine just a regular college day,neutral,low
I keep feeling fine just a regular college day,neutral,low
I am feeling fine just a regular college day,neutral,low
I find myself feeling fine just a regular college day,neutral,low
I find myself feeling decent nothing extraordinary happened,neutral,low
I keep feeling decent nothing extraordinary happened,neutral,low
I feel decent nothing extraordinary happened,neutral,low
I am feeling decent nothing extraordinary happened,neutral,low
I am feeling alright following my schedule,neutral,low
I feel alright following my schedule,neutral,low
I have been feeling alright following my schedule,neutral,low
I keep feeling alright following my schedule,neutral,low
I feel okay just a normal day,neutral,low
I find myself feeling okay just a normal day,neutral,low
I have been feeling okay just a normal day,neutral,low
I keep feeling okay just a normal day,neutral,low
I feel stressed about upcoming exams,negative,high
I keep feeling stressed about upcoming exams,negative,medium
I find myself feeling stressed about upcoming exams,negative,high
I have been feeling stressed about upcoming exams,negative,medium
I find myself feeling anxious about the project deadline,negative,medium
I keep feeling anxious about the project deadline,negative,medium
I feel anxious about the project deadline,negative,high
I am feeling anxious about the project deadline,negative,medium
I am feeling worried about my grades,negative,high
I feel worried about my grades,negative,high
I keep feeling worried about my grades,negative,high
I have been feeling worried about my grades,negative,medium
I have been feeling nervous before the internal exam,negative,medium
I find myself feeling nervous before the internal exam,negative,medium
I am feeling nervous before the internal exam,negative,high
I keep feeling nervous before the internal exam,negative,medium
I feel nervous before the internal exam,negative,high
I am feeling overwhelmed with assignments,negative,medium
I feel overwhelmed with assignments,negative,medium
I keep feeling overwhelmed with assignments,negative,high
I have been feeling frustrated with my slow progress,negative,high
I find myself feeling frustrated with my slow progress,negative,high
I am feeling frustrated with my slow progress,negative,medium
I find myself feeling sad and unmotivated lately,negative,medium
I feel sad and unmotivated lately,negative,medium
I am feeling sad and unmotivated lately,negative,medium
I have been feeling sad and unmotivated lately,negative,medium
I feel tired from lack of proper sleep,negative,medium
I find myself feeling tired from lack of proper sleep,negative,medium
I have been feeling tired from lack of proper sleep,negative,high
I am feeling tired from lack of proper sleep,negative,medium
I feel pressured by family expectations,negative,medium
I find myself feeling pressured by family expectations,negative,high
I am feeling pressured by family expectations,negative,high
I keep feeling pressured by family expectations,negative,high
I have been feeling behind on my syllabus,negative,high
I find myself feeling behind on my syllabus,negative,medium
I am feeling behind on my syllabus,negative,high
I feel behind on my syllabus,negative,high
I find myself feeling completely hopeless and broken,negative,high
I keep feeling completely hopeless and broken,negative,high
I have been feeling completely hopeless and broken,negative,high
I feel completely hopeless and broken,negative,high
I have been feeling utterly lost and helpless,negative,high
I keep feeling utterly lost and helpless,negative,high
I am feeling devastated and see no way forward,negative,high
I keep feeling devastated and see no way forward,negative,high
I have been feeling devastated and see no way forward,negative,high
I feel trapped with no escape in sight,negative,high
I keep feeling trapped with no escape in sight,negative,high
I find myself feeling trapped with no escape in sight,negative,high
I have been feeling trapped with no escape in sight,negative,high
I am feeling trapped with no escape in sight,negative,high
I find myself feeling numb and empty inside,negative,high
I keep feeling numb and empty inside,negative,high
I have been feeling numb and empty inside,negative,high
I feel numb and empty inside,negative,high
I have been feeling deeply depressed and worthless,negative,high
I find myself feeling deeply depressed and worthless,negative,high
I feel deeply depressed and worthless,negative,high
I keep feeling deeply depressed and worthless,negative,high
I feel terrified and alone in this struggle,negative,high
I find myself feeling terrified and alone in this struggle,negative,high
I keep feeling terrified and alone in this struggle,negative,high
I have been feeling terrified and alone in this struggle,negative,high
I find myself feeling desperate and unable to cope,negative,high
I have been feeling desperate and unable to cope,negative,high
I am feeling desperate and unable to cope,negative,high
I keep feeling desperate and unable to cope,negative,high
I find myself feeling crushed under the weight of expectations,negative,high
I have been feeling crushed under the weight of expectations,negative,high
I am feeling crushed under the weight of expectations,negative,high
I keep feeling crushed under the weight of expectations,negative,high
I find myself feeling destroyed inside and cannot function,negative,high
I have been feeling destroyed inside and cannot function,negative,high
I feel destroyed inside and cannot function,negative,high
I am feeling destroyed inside and cannot function,negative,high
The constant disappointment is unbearable I feel depressed today,negative,high
Not much going on I am just talked to my roommate these days,neutral,low
I feel a bit low due to assignment deadlines these days,negative,medium
I am so shattered I cannot even attend class properly lately,negative,high
I am overwhelmed completely and feel like ceasing to exist these days,negative,high
I am exhausted about my group project this week,negative,high
The mental exhaustion is unbearable I feel numb today,negative,high
I feel panicking like I am breaking apart slowly these days,negative,high
I feel low today because I procrastinated too much this week,negative,medium
I am proud of myself because submitted the best assignment in class lately,positive,low
The day was plain just another college day recently,neutral,low
I keep feeling amazing after finishing my work recently,positive,low
College life feels proud today lately,positive,low
I woke up feeling positive and I understand the subject well now this week,positive,low
Today I finished all assignments which made my day today,positive,low
I attended the seminar and it was okay these days,neutral,low
I cannot eat because I feel so depressed this week,negative,high
College was calm today nothing special to mention this week,neutral,low
Life feels great when I studied hard and it showed recently,positive,low
I feel overwhelmed thinking about my performance in internals this week,negative,medium
I am really overjoyed because I got good marks today,positive,low
I feel confident and lively about attending seminars recently,positive,low
I cannot talk to anyone because I feel so destroyed inside these days,negative,high
I feel okay today lately,neutral,low
The failure is unbearable I feel burned out today,negative,high
I feel trapped and have been unable to get out of bed recently,negative,high
I feel depressed because I keep disappointing everyone and see no way out recently,negative,high
College was ordinary today just another college day lately,neutral,low
I feel desperate because of constant failure I need help these days,negative,high
Feeling wonderful after a walk on campus recently,positive,low
Today was fine just the usual routine these days,neutral,medium
College was alright today just the usual routine today,neutral,low
I feel disappointed today because I cannot focus this week,negative,high
I am broken all the time and it is getting worse today,negative,high
College is making me feel confused due to project deadlines these days,negative,medium
I feel low due to peer comparison lately,negative,high
I cannot eat because I feel so depressed lately,negative,high
I feel worthless because I feel invisible to everyone I need help today,negative,high
My friend supported me and I feel confident recently,positive,low
I feel panicking due to unbearable academic pressure I need help this week,negative,high
Everything is panicking I feel like running away from everything lately,negative,high
I attended the seminar and it was ordinary this week,neutral,low
I feel completely panicking due to unbearable academic pressure lately,negative,high
I cannot breathe properly because I feel so destroyed inside recently,negative,high
I feel distracted thinking about my semester results these days,negative,medium
I went to the classroom and revised my notes these days,neutral,medium
I woke up feeling wonderful and I aced my presentation lately,positive,low
Today was energetic I made new friends today recently,positive,low
I feel confident and positive about my upcoming viva exam this week,positive,low
I feel stressed today due to lack of sleep today,negative,medium
The bullying in college is unbearable I feel depressed today,negative,high
I feel anxious today due to assignment deadlines these days,negative,high
I feel shattered and worthless nothing is going right this week,negative,high
Today was cheerful I passed my difficult exam this week,positive,low
I feel confused due to lack of sleep this week,negative,high
The pressure of exam stress is making me feel empty recently,negative,high
I am really hopeful because I helped a friend today lately,positive,low
I love learning new concepts it makes me feel confident this week,positive,low
I feel drained and confused because I am behind on syllabus today,negative,medium
I woke up feeling optimistic and I slept well last night these days,positive,low
Today was fantastic my family called and it made my day these days,positive,low
I feel numb because I feel invisible to everyone and see no way out these days,negative,high
I feel trapped because I keep disappointing everyone I need help today,negative,high
Life feels happy when I got an internship offer today,positive,low
I won a prize in college fest and it made me feel fantastic this week,positive,low
I feel broken and have been having dark and scary thoughts these days,negative,high
I feel energetic today I feel supported by everyone these days,positive,low
The day was calm went through the schedule this week,neutral,medium
I feel completely deeply anxious because I am always alone recently,negative,high
I am feeling low and struggling to concentrate on studies lately,negative,high
Today was proud I achieved my weekly goal these days,positive,low
I feel drained today due to lack of sleep lately,negative,medium
The exam stress is unbearable I feel desperate lately,negative,high
I feel demotivated today because I am behind on syllabus lately,negative,medium
I feel proud of my achievements lately,positive,low
The day was regular everything was as expected today,neutral,medium
Everything feels refreshed today I completed all my tasks lately,positive,low
I feel crushed because I see no future for myself I need help lately,negative,high
College life feels lively today today,positive,low
I feel frustrated thinking about my upcoming exam these days,negative,high
I feel worthless because nobody understands me I need help today,negative,high
I feel bright today my friends supported me today,positive,low
I am neither excited nor sad just feeling regular these days,neutral,medium
I feel numb and have been isolating myself completely recently,negative,high
I feel irritated today because I procrastinated too much this week,negative,high
I feel a bit worried because I am behind on syllabus today,negative,medium
My grades is suffering because I feel disappointed today,negative,high
Feeling optimistic after a good meal with friends lately,positive,low
The day was okay nothing special to mention these days,neutral,low
I attended the viva preparation session and it was plain recently,neutral,medium
I feel wonderful today I finished my project on time lately,positive,low
I feel worried due to time management issues recently,negative,medium
I feel pressure from family about my studies today,negative,medium
I feel completely deeply anxious because nobody understands me recently,negative,high
The lectures were ordinary today completed tasks without issues recently,neutral,low
The pressure of isolation is making me feel numb lately,negative,high
College was average today everything was as expected this week,neutral,low
I have been feeling worried about my grades today,negative,medium
I am feeling pressured by family expectations recently,negative,high
The pressure of isolation is making me feel deeply anxious lately,negative,high
I feel shattered and empty every single day now these days,negative,high
I feel a bit drained due to lack of sleep lately,negative,high
Today was average completed tasks without issues these days,neutral,low
Today was ordinary things were uneventful lately,neutral,medium
I love my course it makes me feel great this week,positive,low
I love group discussions it makes me feel lively these days,positive,low
I feel deeply anxious and lost I cannot take this anymore this week,negative,high
I feel confident and positive about the campus lately,positive,low
I gave an excellent viva and it made me feel proud these days,positive,low
I feel broken and broken every single day now today,negative,high
The day was ordinary nothing special to mention these days,neutral,low
I am so proud right now I got selected for the college fest today,positive,low
I attended the tutorial and it was fine recently,neutral,low
I keep feeling anxious about the project deadline lately,negative,medium
I feel completely desperate because I feel completely unloved these days,negative,high
Feeling positive and positive I won a competition today,positive,low
I feel a bit unsure due to family expectations lately,negative,high
I feel a bit confused because I failed to meet my own expectations today,negative,medium
My hard work paid off and I feel joyful these days,positive,low
I feel a bit nervous due to family expectations recently,negative,medium
I am so deeply anxious because nobody understands me this week,negative,high
Everything feels great today I made new friends today this week,positive,low
I feel shattered because nobody understands me I need help today,negative,high
I feel completely broken because everything I try goes wrong these days,negative,high
Feeling excited and grateful I got an internship offer this week,positive,low
I am destroyed inside and feel like ending it all recently,negative,high
My project work is suffering because I feel exhausted recently,negative,medium
My focus is suffering because I feel nervous recently,negative,high
I successfully passed my exam and I am thrilled lately,positive,low
I love my course it makes me feel energetic these days,positive,low
Today was alright just the usual routine today,neutral,medium
I feel frustrated because I cannot understand this topic today,negative,high
Everything is overwhelmed completely I feel like not being here anymore this week,negative,high
College was fine today just the usual routine today,neutral,low
The pressure of academic pressure is making me feel desperate this week,negative,high
My project work is suffering because I feel disappointed recently,negative,medium
Feeling confident after a productive study session today,positive,low
The pressure of failure is making me feel shattered lately,negative,high
I feel terrified and empty every single day now these days,negative,high
I am so broken due to unbearable academic pressure lately,negative,high
Everything feels energetic today I completed all my tasks these days,positive,low
I have been crying every night and feel trapped lately,negative,high
The day was ordinary nothing special to mention these days these days,neutral,low
I feel unmotivated and keep avoiding my assignments lately,negative,medium
I woke up feeling lively and I finished my project on time today,positive,low
I am worthless and feel like nobody would miss me lately,negative,high
Feeling blessed after a walk on campus today,positive,low
I feel helpless like I am drowning with no one to save me recently,negative,high
I am so terrified I cannot even concentrate on anything properly today,negative,high
I woke up on time attended class came back and slept today,neutral,low
I spent the day studied for a while nothing exciting lately,neutral,low
Today was thrilled I finished my project on time lately,positive,low
The pressure of isolation is making me feel numb lately these days,negative,high
My classmate believed in me and I feel happy these days,positive,low
Today I browsed study material and called it a day lately,neutral,low
I feel tired and tired because I am behind on syllabus these days,negative,medium
I cannot breathe properly because I feel so panicking today,negative,high
I am neither excited nor sad just feeling regular today,neutral,medium
I feel depressed because I see no future for myself and see no way out lately,negative,high
College was regular today went through the schedule today,neutral,medium
I feel devastated because I see no future for myself and see no way out these days,negative,high
I feel confused thinking about my backlog subjects today,negative,high
I feel low today because I miss home lately,negative,medium
I feel average nothing special happened today,neutral,medium
College is making me feel nervous because of poor marks in internals recently,negative,high
Everything feels cheerful today I completed all my tasks these days,positive,low
I feel overwhelmed and distracted because I cannot focus lately,negative,medium
I feel low today because I feel left behind lately,negative,medium
I attended the lecture and it was regular lately,neutral,low
Today was energetic my family called and it made my day these days,positive,low
I am shattered and feel like ceasing to exist recently,negative,high
I feel low thinking about my CGPA dropping lately,negative,medium
I am numb and feel like disappearing forever today,negative,high
I woke up feeling lively and I made new friends today today,positive,low
Feeling fantastic and hopeful I feel supported by everyone recently,positive,low
I feel confident and excited about college life recently,positive,low
I am exhausted and finding it hard to stay motivated these days,negative,medium
I feel desperate and empty I cannot take this anymore recently,negative,high
Today was happy I made new friends today lately,positive,low
I am so shattered I cannot even attend class properly lately today,negative,high
I am feeling pressured by family expectations today,negative,high
Today was energetic my family called and it made my day these days this week,positive,low
Everything is overwhelmed completely I feel like ceasing to exist today,negative,high
I am worried about my viva examination today,negative,high
I feel cheerful today I understand the subject well now lately,positive,low
I am so devastated because I feel completely unloved recently,negative,high
I feel thrilled today I had a productive study session lately,positive,low
College is making me feel unmotivated because of poor marks in internals lately,negative,high
I woke up feeling thrilled and I made new friends today this week,positive,low
I feel completely lost and depressed in college life today,negative,high
I feel balanced and calm today this week,neutral,medium
I woke up feeling bright and I won a competition this week,positive,low
The family pressure is unbearable I feel panicking recently,negative,high
My studies is suffering because I feel low these days,negative,medium
I have been having panic attacks regularly and feel empty this week,negative,high
I feel crushed and have been having dark and scary thoughts recently,negative,high
College is making me feel unmotivated because I feel left behind recently,negative,high
I feel isolated and have been feeling physically sick from stress lately,negative,high
I feel unmotivated due to career uncertainty these days,negative,high
I have been feeling physically sick from stress and feel panicking today,negative,high
I am happy to see my hard work reflected in my marks this week,positive,low
I am really motivated because I passed my difficult exam recently,positive,low
College is making me feel overwhelmed because I cannot focus recently,negative,medium
I am unmotivated but trying to manage it today,negative,medium
I feel confident and optimistic about attending seminars recently,positive,low
I feel empty and hopeless I cannot take this anymore this week,negative,high
I feel shattered and numb every single day now today,negative,high
I love the lab work it makes me feel optimistic recently,positive,low
I am worried about my performance in internals today,negative,medium
I feel sad today because I am behind on syllabus these days,negative,medium
I am exhausted about my group project lately,negative,high
College is making me feel irritated because of peer pressure this week,negative,medium
I feel terrified and broken I cannot take this anymore recently,negative,high
i am not doing well today,negative,medium
not doing well at all,negative,medium
i am really not doing well,negative,medium
i am not doing well mentally,negative,high
not doing well and i dont know why,negative,medium
i am just not doing well,negative,medium
honestly not doing well,negative,medium
i am not doing well lately,negative,medium
things are not going well for me,negative,medium
i am not doing well at all today,negative,medium
i have not been doing well this week,negative,medium
i am not doing well and i am worried,negative,high
not doing well today feeling low,negative,medium
i am not doing well need to talk,negative,medium
really not doing well these days,negative,high
i am not feeling well,negative,medium
not feeling well today,negative,medium
i am just not feeling well,negative,medium
i am not feeling well at all,negative,medium
really not feeling well,negative,medium
not feeling well lately,negative,medium
i have not been feeling well,negative,medium
i am not feeling well mentally,negative,high
not feeling well and it is bothering me,negative,medium
i am not feeling too well today,negative,medium
i dont feel well at all,negative,medium
i am not feeling well since yesterday,negative,medium
not been feeling well for days,negative,high
i am not feeling well emotionally,negative,high
i am really not feeling well right now,negative,medium
i am not good,negative,medium
not good today,negative,medium
i am really not good,negative,medium
things are not good for me,negative,medium
i am not good at all,negative,medium
i dont feel good,negative,medium
i am not feeling good,negative,medium
really not feeling good today,negative,medium
dont feel good at all,negative,medium
i am not feeling good at all,negative,medium
not feeling good since morning,negative,medium
i am just not good right now,negative,medium
not good not good at all,negative,medium
i have not been feeling good lately,negative,medium
i am not feeling good mentally,negative,high
i am not okay,negative,medium
not okay today,negative,medium
i am really not okay,negative,high
i am just not okay right now,negative,medium
honestly not okay,negative,medium
not okay at all,negative,medium
i am not okay right now,negative,medium
things are not okay,negative,medium
i dont feel okay,negative,medium
not feeling okay at all,negative,medium
i am not okay and i need to talk,negative,high
i am really not okay right now,negative,high
i have not been okay for a while,negative,high
not okay and i dont know what to do,negative,high
i am not okay today please help,negative,high
i am not fine,negative,medium
not fine today,negative,medium
i am really not fine,negative,medium
i am just not fine,negative,medium
honestly not fine,negative,medium
not fine at all,negative,medium
i am not fine at all,negative,medium
i dont feel fine,negative,medium
not feeling fine lately,negative,medium
i have not been fine recently,negative,medium
i am not happy,negative,medium
not happy today,negative,medium
i am really not happy,negative,medium
i dont feel happy,negative,medium
not feeling happy at all,negative,medium
i am not happy at all,negative,medium
i have not been happy lately,negative,medium
i am not happy with how things are going,negative,medium
not happy and feeling low,negative,medium
i am really not happy these days,negative,high
i am not great,negative,medium
not feeling great today,negative,medium
i am really not great right now,negative,medium
not great at all,negative,medium
i dont feel great,negative,medium
not feeling great lately,negative,medium
i have not been great recently,negative,medium
i am just not feeling great,negative,medium
not well,negative,low
not good,negative,low
not okay,negative,low
not fine,negative,low
not great,negative,low
not happy,negative,low
not doing great,negative,low
not feeling it today,negative,low
not in a good mood,negative,medium
not myself today,negative,medium
not at my best,negative,medium
not feeling myself,negative,medium
feeling off today,negative,low
feeling low today,negative,medium
feeling down today,negative,medium
feeling bad today,negative,medium
feeling terrible today,negative,high
feeling awful today,negative,high
feeling horrible today,negative,high
i feel off today,negative,low
i feel low today,negative,medium
i feel down today,negative,medium
i feel bad today,negative,medium
i feel terrible today,negative,high
i feel awful today,negative,high
i feel horrible,negative,high
i dont feel like myself,negative,medium
everything feels wrong today,negative,medium
nothing feels right today,negative,medium
i am struggling today,negative,medium
i am having a bad day,negative,medium
today is a really bad day,negative,medium
i am having a rough day,negative,medium
today has been rough,negative,medium
i am not in a good place right now,negative,high
i am in a bad place mentally,negative,high
mentally i am not okay,negative,high
emotionally i am drained,negative,high
i am emotionally exhausted,negative,high
i am mentally exhausted,negative,high
i am physically and mentally drained,negative,high
i feel drained and empty,negative,high
i feel lost and empty,negative,high
i feel empty inside,negative,high
i feel nothing,negative,high
i feel numb,negative,high
i feel broken,negative,high
i feel really low right now,negative,high
i feel so low today,negative,high
i am feeling very down,negative,medium
i am feeling really down,negative,high
i am feeling depressed,negative,high
i have been feeling depressed lately,negative,high
i feel like crying,negative,high
i have been crying a lot,negative,high
i cried today for no reason,negative,medium
i am sad for no reason,negative,medium
i feel sad all the time,negative,high
i am always sad these days,negative,high
i feel like nothing is going right,negative,high
nothing is going right for me,negative,high
everything is going wrong,negative,high
i feel like a failure,negative,high
i feel useless,negative,high
i feel worthless,negative,high
i feel helpless,negative,high
i feel hopeless,negative,high
i see no hope,negative,high
i have no motivation,negative,medium
i lost all motivation,negative,high
i have no energy,negative,medium
i feel so tired all the time,negative,medium
i am always tired,negative,medium
i cannot sleep at night,negative,high
i have not slept properly,negative,medium
i am sleep deprived,negative,medium
i keep worrying about everything,negative,high
i am so anxious lately,negative,high
anxiety is killing me,negative,high
i am panicking,negative,high
i had a panic attack,negative,high
i feel so alone,negative,high
i feel very lonely,negative,high
nobody understands me,negative,high
i have no one to talk to,negative,high
i feel isolated,negative,high
i feel disconnected from everyone,negative,high
i am going through a lot,negative,medium
i am dealing with a lot right now,negative,medium
so much is going on and i cant handle it,negative,high
i am overwhelmed,negative,high
everything is too much,negative,high
i cant take it anymore,negative,high
i want to give up,negative,high
i feel like giving up,negative,high
i dont see the point anymore,negative,high
whats the point of everything,negative,high
i am feeling really happy today,positive,low
i feel great everything is perfect,positive,low
today has been an amazing day,positive,low
i feel so good right now,positive,low
i am in a great mood today,positive,low
everything is going really well,positive,low
i feel so positive and motivated,positive,low
i am really happy with my progress,positive,low
life feels wonderful today,positive,low
i feel blessed and happy,positive,low
i am feeling fantastic today,positive,low
i feel really good about myself,positive,low
today was a really good day,positive,low
i feel cheerful and energetic,positive,low
i am very happy today,positive,low
i feel on top of the world,positive,low
i am feeling wonderful,positive,low
i feel really positive about life,positive,low
i am so glad today,positive,low
i feel absolutely amazing today,positive,low
everything worked out perfectly today,positive,low
i feel so alive and energetic,positive,low
i am happy and at peace,positive,low
i feel so much joy today,positive,low
today i feel unstoppable,positive,low
i am feeling really upbeat today,positive,low
i feel so refreshed and happy,positive,low
i am really proud of myself today,positive,low
i feel so grateful for everything,positive,low
i am feeling confident and happy,positive,low
today is a great day,positive,low
i feel really optimistic today,positive,low
i am genuinely happy today,positive,low
i feel really content today,positive,low
i am so excited about today,positive,low
i feel really good about everything,positive,low
i am feeling really positive,positive,low
i feel so much better today,positive,low
today everything clicked into place,positive,low
i am feeling really joyful,positive,low
today was just a normal day,neutral,low
i feel okay nothing much happened,neutral,low
it was an average day at college,neutral,low
i feel neither good nor bad today,neutral,low
today was uneventful and that is fine,neutral,low
nothing special about today,neutral,low
i feel alright just a regular day,neutral,low
today passed by quietly,neutral,low
i feel stable today nothing to worry about,neutral,low
i feel okay just going through the day,neutral,low
today was pretty average,neutral,low
i feel fine just a bit tired,neutral,low
everything is normal today,neutral,low
i feel ordinary today nothing special,neutral,low
today was okay not great not bad,neutral,low
i feel composed and calm,neutral,low
just another college day nothing new,neutral,low
i feel balanced today,neutral,low
today was decent nothing to complain,neutral,low
i feel okay today all good,neutral,low
not a bad day not a great one,neutral,low
i feel fine today just existing,neutral,low
today was regular i am okay,neutral,low
i feel plain and simple today,neutral,low
i attended classes and came back,neutral,low
i feel steady today no highs or lows,neutral,low
today i just followed my schedule,neutral,low
i feel alright nothing is bothering me,neutral,low
today was unremarkable and that is okay,neutral,low
i feel moderately okay today,neutral,low
i feel fine not too good not too bad,neutral,low
today was a typical college day,neutral,low
i feel okay i completed my work,neutral,low
today passed normally nothing exciting,neutral,low
i feel neutral about today,neutral,low
i am okay just living the routine,neutral,low
today was simple and i am fine,neutral,low
i feel alright today no issues,neutral,low
nothing much happened today feeling okay,neutral,low
i have been feeling low for days,negative,medium
i feel sad and do not know why,negative,medium
i am feeling really down lately,negative,medium
i feel demotivated and lazy,negative,medium
i am worried about my future,negative,medium
i feel like i am falling behind,negative,medium
i am stressed and cannot relax,negative,medium
i feel anxious about everything,negative,medium
i am struggling to stay positive,negative,medium
i feel restless and cannot focus,negative,medium
i am feeling really drained today,negative,medium
i feel irritated for no reason,negative,medium
i am not in a good headspace,negative,medium
i feel gloomy today,negative,medium
i am feeling overwhelmed with work,negative,medium
i feel frustrated with myself,negative,medium
i am not enjoying anything lately,negative,medium
i feel tired of everything,negative,medium
i am feeling really low energy,negative,medium
i feel unmotivated to do anything,negative,medium
i am having a hard time lately,negative,medium
i feel sad and disconnected,negative,medium
i am struggling with my mental health,negative,medium
i feel overwhelmed by everything around me,negative,medium
i am not feeling like myself,negative,medium
i feel like i cannot cope,negative,medium
i am feeling really burnt out,negative,medium
i feel really low and unmotivated,negative,medium
i am having trouble sleeping due to stress,negative,medium
i feel anxious and cannot calm down,negative,medium
i am really struggling right now,negative,medium
i feel like everything is too much,negative,medium
i am not coping well,negative,medium
i feel like i am losing it,negative,medium
i am feeling very low today,negative,medium
i feel sad and alone,negative,medium
i am very stressed about my exams,negative,medium
i feel nervous and cannot calm down,negative,medium
i am not doing okay,negative,medium
i feel really bad today,negative,medium
i feel completely broken inside,negative,high
i am at my lowest point right now,negative,high
